COUNTY
97213
89118
91301
01915
94703
95616
32137
94941
01945
75254
21401
32137
80909
44118
97078
23229
54902
94610
21044
35603
02108
64064
84321
53066
17401
94552
74074
02476
10471
60614
33573
33606
63501
27516
98848
60613
93109
19348
20817
55412
21211
60614
10011
97501
29412
95008
85543
91354
98115
27103
27513
11215
08053
19119
01236
01081
91042
07069
48017
78717
28759
10024
95010
94903
96744
20009
48188
20901
44131
33706
10706
11226
08836
90814
01354
12571
48220
20763
11960
97123
23455
02494
01760
07069
97220
98177
15213
63132
75077
92037
02871
10707
29445
10026
30075
05401
20866
28806
20148
48220
09545
60640
11102
97203
94676
90068
01053
46240
27405
98026
93101
33619
55047
91350
85750
50266
37217
55416
97238
28801
11226
90066
60613
80206
15222
32607
92037
14850
19104
94121
02140
11230
94043
55113
98059
91301
97232
80918
98065
91406
92646
50244
77566
46616
11372
95617
15317
55311
21701
94578
98125
23229
76008
28621
78734
07522
11212
02476
98332
97211
58501
01915
97206
52358
52245
15221
38119
97402
75204
20131
94116
14006
27410
10960
07652
55072
23451
97330
94618
08757
07042
90210
04102
19312
20721
87540
75014
90034
02116
80516
23238
07069
92008
97214
89005
47562
20112
97064
97210
94117
95991
94116
90404
94117
94110
80224
02472
01760
77009
80439
97330
94131
02132
07028
02130
19342
97330
21050
59701
33304
49660
36111
36109
02462
07069
60804
04074
55343
27615
12538
48130
27514
97215
81401
20009
13214
20012
02420
97219
06475
05301
02127
91024
11230
97212
60610
22311
22201
85015
44212
89502
75014
08648
80003
22311
20878
95125
22311
87501
30677
87004
97212
46516
05471
07522
21128
95926
94501
94114
55428
90814
30075
22205
98403
98370
33141
45840
95006
78704
55105
08802
97333
53711
10027
87113
44146
91105
02215
98632
23220
29710
98569
32084
80904
98802
02127
33021
76116
01262
14209
97301
93103
20740
11415
21401
80113
94016
97202
07069
05845
11217
97055
94552
55449
49770
11215
01301
07069
21044
97501
63144
32250
55375
95864
29445
11215
33139
60091
98014
02143
98126
43606
55340
60137
33713
98250
20131
46616
46032
94703
98168
98005
33408
14580
03768
70461
22307
17403
97330
98027
95407
95616
98103
78751
21014
95033
85020
66047
80003
94530
20176
10022
30080
12498
27513
12205
86001
60660
77566
11226
28806
32303
15243
80401
29479
55117
40204
10530
92131
08530
60540
60640
21050
10567
15238
54701
98502
10002
60608
58501
06880
28205
37217
98606
94610
95616
19342
07069
03833
94501
03234
01075
10011
97219
02108
92104
14617
60640
55116
93109
15037
97123
19609
48336
11231
85205
22911
11958
35630
34689
06880
98117
10009
94107
10025
30052
80211
55419
48105
45701
94608
44125
28712
77092
97301
21769
40509
28568
90020
55428
64113
44114
48118
85012
02140
97064
01072
98109
80210
98116
85743
07069
55391
94510
90028
99755
13346
91354
01370
97232
06053
08012
01904
92028
98112
55803
81211
75043
70115
11103
95617
20912
97304
36117
02155
94110
27707
32308
22314
49036
53562
10003
94062
19343
94941
94134
02574
98027
80729
89502
07030
25504
55421
22485
70115
21128
75201
80112
60201
14059
29403
98103
90064
59601
34207
98672
10024
81328
34207
01075
90020
80026
94501
10025
11727
23451
36109
14020
55449
98052
15222
45409
97223
02155
97330
60657
98026
20902
07069
02346
20878
10021
80910
07069
44449
15316
87501
94117
20036
95492
02067
85251
10009
27577
12401
99019
94043
94507
95531
46203
55105
55107
94121
97405
27705
02151
55117
12498
94703
14213
10530
94010
22903
20674
19342
21401
32060
97212
19086
91604
76036
98229
33056
32207
80903
79934
48823
20871
55416
90019
97405
55105
23112
92104
01050
11230
28806
94121
30512
80203
68847
07450
22201
48168
55424
20781
92562
97338
95926
55066
02446
95722
20003
80525
94131
19342
10021
07069
48309
22314
98177
92103
97203
06811
48178
19130
37205
02879
91320
20895
34677
80525
91606
98346
06117
02908
94566
92118
95060
22201
44118
